2501939635	GCA_000024525.1	0
2623620353	GCA_000169995.1	0
651324112	GCA_000209515.2	0
2503113005	GCA_000238815.2	0
2521172711	GCA_000271405.2	0
2548876979	GCA_000285855.2	0
2585427697	GCA_000302695.1	0
2519899582	GCA_000307935.1	0
2534682332	GCA_000307955.1	0
2540341063	GCA_000331975.1	0
2236661007	GCA_000372185.1	0
2596583626	GCA_000383895.1	0
2545824511	GCA_000385635.1	0
2524614801	GCA_000421005.1	0
2524614703	GCA_000424365.1	0
2781126263	GCA_000431015.1	0.0799006
2781126102	GCA_000431515.1	0.210897
2149837019	GCA_000432275.1	0.140258
2781126718	GCA_000433455.1	0.0216393
2781126455	GCA_000433515.1	0.0250805
2808606730	GCA_000433755.1	0.243761
2781126528	GCA_000434015.1	0.23011
2781125741	GCA_000434675.1	0.23011
2781126096	GCA_000436535.1	0.0107405
2781126164	GCA_000436835.1	0.145727
2781126251	GCA_000437355.1	0.0974869
2781125851	GCA_000437515.1	0.0230043
2781126188	GCA_000438415.1	0.113823
2600255236	GCA_000467935.1	0
2528311030	GCA_000485475.1	0
2626542378	GCA_000503835.1	0.000434439
2558860175	GCA_000510425.1	0
2772190653	GCA_000521465.1	9.55247e-05
2512564015	GCA_000525025.1	0
2563366721	GCA_000686145.1	0
2617271122	GCA_000708525.1	0
2772190730	GCA_000719025.1	0
2609460304	GCA_000739655.1	0
2617271299	GCA_000759655.1	0.0381928
2767802239	GCA_000761495.1	0.000855821
2593339261	GCA_000762985.1	0
2690315823	GCA_000786105.1	0.156619
2630968884	GCA_000814675.1	0
2627853814	GCA_000875945.1	0
2740892466	GCA_000955875.1	0.000143503
2556921039	GCA_000961765.1	0.243761
2626542253	GCA_000989515.1	0
2626541802	GCA_000991405.1	0
2626542420	GCA_000997385.1	0
2626541982	GCA_000998185.1	0
2687453630	GCA_001044335.1	0
2626542158	GCA_001189105.1	0.263022
2718217844	GCA_001269425.1	0
2651869685	GCA_001295905.1	0
2654587968	GCA_001303465.1	0
2654587930	GCA_001303765.1	0
2654588075	GCA_001304315.1	0
2734481911	GCA_001312645.1	0.000215742
2820776227	GCA_001412425.1	0.263022
2837989746	GCA_001438985.1	0.191731
2710724066	GCA_001443385.1	0.0376857
2623620433	GCA_001464235.1	0
2623620405	GCA_001464815.1	0
2623620417	GCA_001465015.1	0
2582581290	GCA_001468855.1	0.00378594
2737471635	GCA_001509335.1	0.117785
2675903189	GCA_001512505.1	0.00719593
2088090018	GCA_001512745.1	0.263022
2222084005	GCA_001513545.1	0.263022
2627853586	GCA_001516055.1	0.23011
2724679463	GCA_001544595.2	4.76906e-05
2775506812	GCA_001552765.1	0.000264084
2830685004	GCA_001567105.1	0.203604
2891584677	GCA_001602415.1	0.263022
2751185574	GCA_001603805.1	0
2751185643	GCA_001604065.1	0
2751185653	GCA_001604185.1	0
2833569043	GCA_001618605.1	0.243761
2854845603	GCA_001655195.1	0.203604
2887311238	GCA_001657325.1	0.186761
2808606708	GCA_001657575.1	0.23011
2835628812	GCA_001683985.1	0.156619
2913630200	GCA_001724355.1	0.12214
2835097387	GCA_001724815.1	0.0914855
2708742667	GCA_001769215.1	0
2708742567	GCA_001769805.1	0
2711768492	GCA_001769975.1	0
2711768227	GCA_001770475.1	0
2713897373	GCA_001771545.1	0
2711768367	GCA_001772055.1	0
2708742777	GCA_001773975.1	0
2716884135	GCA_001778235.1	0
2710723921	GCA_001778785.1	0
2710264717	GCA_001779205.1	0
2711768441	GCA_001780775.1	0
2708742918	GCA_001781175.1	0
2710264559	GCA_001781335.1	0
2710723838	GCA_001781435.1	0
2710723581	GCA_001781625.1	0
2710723947	GCA_001782475.1	0
2710724091	GCA_001783035.1	0
2710723956	GCA_001784055.1	0
2710723723	GCA_001785985.1	0
2711768392	GCA_001787125.1	0
2711768475	GCA_001787405.1	0
2710723943	GCA_001789695.1	0
2710264556	GCA_001791035.1	0
2710264711	GCA_001791115.1	0
2716884137	GCA_001791745.1	0
2721755143	GCA_001797365.1	0
2721755290	GCA_001797695.1	0
2721755164	GCA_001799365.1	0
2708742590	GCA_001799675.1	0
2710723795	GCA_001800075.1	0
2711768336	GCA_001800975.1	0
2708742646	GCA_001801305.1	0
2710723598	GCA_001801515.1	0
2711768310	GCA_001805205.1	0
2721755255	GCA_001805445.1	0
2710264739	GCA_001805575.1	0
2708742604	GCA_001817635.1	0
2710724024	GCA_001818155.1	0
2710724033	GCA_001818435.1	0
2710723783	GCA_001820215.1	0
2721755162	GCA_001824455.1	0
2721755365	GCA_001824645.1	0
2710264655	GCA_001828855.1	0
2710724055	GCA_001830425.1	0
2710723593	GCA_001830555.1	0
2708742627	GCA_001830835.1	0
2721755260	GCA_001831095.1	0
2785511344	GCA_001871435.1	0
2785510923	GCA_001872485.1	0
2786546534	GCA_001872625.1	0
2786546382	GCA_001873075.1	0
637000192	GCA_001896955.1	0.130979
2767802000	GCA_001897305.1	0.243761
641736269	GCA_001897825.1	0.243761
2561511086	GCA_001898175.1	0.174408
2884914564	GCA_001898335.1	0.0621044
2503707007	GCA_001899145.1	0.243761
2710724113	GCA_001899285.1	0.0949813
2828337626	GCA_001899715.1	0.174408
2982186009	GCA_001914705.1	0.243761
2974731851	GCA_001940825.1	0.132399
2721755606	GCA_001953215.1	0
2833727033	GCA_001983555.1	0
2728369415	GCA_002010915.1	0
2728369419	GCA_002011815.1	0
2675903076	GCA_002049885.1	0
2923862851	GCA_002050355.1	0.295981
2264813057	GCA_002067395.1	0.10374
2509601044	GCA_002067475.1	0.142009
2767752991	GCA_002068775.1	0.243761
2974332802	GCA_002070945.1	0.263022
2751185614	GCA_002071385.1	0.203604
2654588154	GCA_002083435.1	0
2654588157	GCA_002083525.1	0
2681812844	GCA_002084705.1	0
2671180153	GCA_002084875.1	0
2681812825	GCA_002085375.1	0
2698537064	GCA_002110465.1	0
2791355413	GCA_002154585.1	0.000239895
2517572092	GCA_002159075.1	0.197292
2823143114	GCA_002162755.1	0.263022
2806310816	GCA_002163085.1	0.243761
2964202472	GCA_002167345.2	0.0593303
2840458382	GCA_002167435.2	0.0962153
2716884520	GCA_002169935.2	0.186761
2823111417	GCA_002170875.2	0.0247621
2888906707	GCA_002215665.1	0.0105261
2836193029	GCA_002238505.1	0.219531
